City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Poso,ID,-1.3959,120.7524,83.79,68,25,3.2,scattered clouds
698,Sidi Ali,DZ,36.0998,0.4206,51.82,50,25,7.72,scattered clouds
699,Benidorm,ES,38.5382,-0.131,62.49,47,44,6.44,scattered clouds
700,Kirkwall,GB,58.9848,-2.9587,37.74,87,75,4.61,broken clouds
701,Barabai,ID,-2.5833,115.3833,81.09,90,97,0.81,overcast clouds
702,Port Hardy,CA,50.6996,-127.4199,43.75,87,20,10.36,few clouds
703,Talas,TR,38.6908,35.5538,30.87,59,75,0.0,broken clouds
704,San Matias,BO,-16.3667,-58.4,72.88,96,57,4.12,broken clouds
705,Haines Junction,CA,60.7522,-137.5108,4.95,92,100,1.14,overcast clouds
706,Sorong,ID,-0.8833,131.25,81.95,77,100,7.0,moderate rain
707,Abu Samrah,SY,35.3029,37.1841,55.2,57,19,5.59,few clouds
708,Mulchen,CL,-37.7167,-72.2333,50.22,85,0,4.54,clear sky
709,Chingola,ZM,-12.529,27.8838,63.77,97,100,5.93,light rain
710,Xiaoweizhai,CN,26.1903,107.5125,45.63,97,100,3.65,overcast clouds
711,Hayden,US,47.766,-116.7866,37.44,75,100,3.44,overcast clouds
712,Bodden Town,KY,19.2833,-81.25,77.94,81,7,7.0,clear sky
